compartments,abundance,growth_rate,reactions,metabolites,taxon,tradeoff,sample_id
Butyricicoccus,0.007609384908053266,0.008244044875466929,1915,1442,Butyricicoccus,0.6,Healthy3
Collinsella,0.05199746353836398,0.06097698303031664,2629,1587,Collinsella,0.6,Healthy3
Dialister,0.04692454026632847,0.12669411277917697,1187,1056,Dialister,0.6,Healthy3
Dorea,0.03846966814626929,0.04216686909774915,2368,1614,Dorea,0.6,Healthy3
Erysipelatoclostridium,0.0019023462270133164,0.005825760274510202,2826,1639,Erysipelatoclostridium,0.6,Healthy3
Faecalibacterium,0.07715070809554005,0.0823072381613265,1986,1472,Faecalibacterium,0.6,Healthy3
Haemophilus,0.007186641302050306,0.02209183537712179,1504,1246,Haemophilus,0.6,Healthy3
Holdemanella,0.04269710420629888,0.05300485333916647,1585,1192,Holdemanella,0.6,Healthy3
Lachnoclostridium,0.0016909744240118367,0.0047872225825662616,3174,1970,Lachnoclostridium,0.6,Healthy3
Lachnospira,0.002959205242020714,0.0067570574053468875,1163,1052,Lachnospira,0.6,Healthy3
Lactobacillus,0.0012682308180088774,0.0025310816730157717,3241,1907,Lactobacillus,0.6,Healthy3
Leuconostoc,0.002536461636017755,0.004914789630984165,1874,1433,Leuconostoc,0.6,Healthy3
Marvinbryantia,0.0012682308180088774,0.0029392661110990686,1996,1375,Marvinbryantia,0.6,Healthy3
Methanobrevibacter,0.0004227436060029592,0.0015005572070005066,1063,1000,Methanobrevibacter,0.6,Healthy3
Odoribacter,0.001056859015007398,0.004225418279064317,2526,1594,Odoribacter,0.6,Healthy3
Parasutterella,0.0012682308180088774,0.009804838993370327,1080,1019,Parasutterella,0.6,Healthy3
Roseburia,0.00507292327203551,0.009435561582424007,2357,1567,Roseburia,0.6,Healthy3
Streptococcus,0.007398013105051785,0.009381808430949623,2896,1822,Streptococcus,0.6,Healthy3
Subdoligranulum,0.033608116677235254,0.04171600249072647,1731,1301,Subdoligranulum,0.6,Healthy3
Veillonella,0.0008454872120059184,0.002831178330993285,1832,1405,Veillonella,0.6,Healthy3
Acidaminococcus,0.003593320651025153,0.004095713454626594,1278,1090,Acidaminococcus,0.5,Healthy3
Actinomyces,0.002747833439019235,0.0031932295076668297,2445,1643,Actinomyces,0.5,Healthy3
Alistipes,0.0103572183470725,0.011847495232320069,2650,1613,Alistipes,0.5,Healthy3
Anaerostipes,0.03720143732826041,0.037384214917130544,2034,1491,Anaerostipes,0.5,Healthy3
Bacteroides,0.12999365884590994,0.1330043395737051,3307,1887,Bacteroides,0.5,Healthy3
Barnesiella,0.003593320651025153,0.01254110195495041,2235,1371,Barnesiella,0.5,Healthy3
Bifidobacterium,0.017332487846121326,0.0188370380115486,3108,1734,Bifidobacterium,0.5,Healthy3
Bilophila,0.0004227436060029592,0.0047540853623838485,1386,1194,Bilophila,0.5,Healthy3
Blautia,0.46142464595222993,0.4581321337867246,3108,1818,Blautia,0.5,Healthy3
Butyricicoccus,0.007609384908053266,0.011060234994131937,1915,1442,Butyricicoccus,0.5,Healthy3
Collinsella,0.05199746353836398,0.051688569625866675,2629,1587,Collinsella,0.5,Healthy3
Dialister,0.04692454026632847,0.0509059114073254,1187,1056,Dialister,0.5,Healthy3
Dorea,0.03846966814626929,0.03913020428147856,2368,1614,Dorea,0.5,Healthy3
Erysipelatoclostridium,0.0019023462270133164,0.0021562723426408518,2826,1639,Erysipelatoclostridium,0.5,Healthy3
Faecalibacterium,0.07715070809554005,0.07627874025250875,1986,1472,Faecalibacterium,0.5,Healthy3
Haemophilus,0.007186641302050306,0.008319198402211953,1504,1246,Haemophilus,0.5,Healthy3
Holdemanella,0.04269710420629888,0.04263745492618023,1585,1192,Holdemanella,0.5,Healthy3
Lachnoclostridium,0.0016909744240118367,0.0018803987676766745,3174,1970,Lachnoclostridium,0.5,Healthy3
Lachnospira,0.002959205242020714,0.0069992855918840375,1163,1052,Lachnospira,0.5,Healthy3
Lactobacillus,0.0012682308180088774,0.001346120246194037,3241,1907,Lactobacillus,0.5,Healthy3
Leuconostoc,0.002536461636017755,0.0029649197713163553,1874,1433,Leuconostoc,0.5,Healthy3
Marvinbryantia,0.0012682308180088774,0.004957507033725683,1996,1375,Marvinbryantia,0.5,Healthy3
Methanobrevibacter,0.0004227436060029592,0.0004809109147108065,1063,1000,Methanobrevibacter,0.5,Healthy3
Odoribacter,0.001056859015007398,0.0012500595973216884,2526,1594,Odoribacter,0.5,Healthy3
Parasutterella,0.0012682308180088774,0.006815603759193669,1080,1019,Parasutterella,0.5,Healthy3
Roseburia,0.00507292327203551,0.005477648770227207,2357,1567,Roseburia,0.5,Healthy3
Streptococcus,0.007398013105051785,0.007697837247044089,2896,1822,Streptococcus,0.5,Healthy3
Subdoligranulum,0.033608116677235254,0.033555663457205905,1731,1301,Subdoligranulum,0.5,Healthy3
Veillonella,0.0008454872120059184,0.0009636601836393816,1832,1405,Veillonella,0.5,Healthy3
Acidaminococcus,0.003593320651025153,0.002898606347396622,1278,1090,Acidaminococcus,0.4,Healthy3
Actinomyces,0.002747833439019235,0.002193079536561674,2445,1643,Actinomyces,0.4,Healthy3
Alistipes,0.0103572183470725,0.008292367317488013,2650,1613,Alistipes,0.4,Healthy3
Anaerostipes,0.03720143732826041,0.029660550941310072,2034,1491,Anaerostipes,0.4,Healthy3
Bacteroides,0.12999365884590994,0.10367338987182505,3307,1887,Bacteroides,0.4,Healthy3
Barnesiella,0.003593320651025153,0.012906981774433158,2235,1371,Barnesiella,0.4,Healthy3
Bifidobacterium,0.017332487846121326,0.013818499302335925,3108,1734,Bifidobacterium,0.4,Healthy3
Bilophila,0.0004227436060029592,0.0037788756671231203,1386,1194,Bilophila,0.4,Healthy3
Blautia,0.46142464595222993,0.3677510837914393,3108,1818,Blautia,0.4,Healthy3
Butyricicoccus,0.007609384908053266,0.008414796522317875,1915,1442,Butyricicoccus,0.4,Healthy3
Collinsella,0.05199746353836398,0.041468828961618825,2629,1587,Collinsella,0.4,Healthy3
Dialister,0.04692454026632847,0.03743887024406111,1187,1056,Dialister,0.4,Healthy3
Dorea,0.03846966814626929,0.03072861596127735,2368,1614,Dorea,0.4,Healthy3
Erysipelatoclostridium,0.0019023462270133164,0.0015320740261089286,2826,1639,Erysipelatoclostridium,0.4,Healthy3
Faecalibacterium,0.07715070809554005,0.06150043142149983,1986,1472,Faecalibacterium,0.4,Healthy3
Haemophilus,0.007186641302050306,0.0057409995592954816,1504,1246,Haemophilus,0.4,Healthy3
Holdemanella,0.04269710420629888,0.03409259000641726,1585,1192,Holdemanella,0.4,Healthy3
Lachnoclostridium,0.0016909744240118367,0.001361444017574789,3174,1970,Lachnoclostridium,0.4,Healthy3
Lachnospira,0.002959205242020714,0.006247893697613634,1163,1052,Lachnospira,0.4,Healthy3
Lactobacillus,0.0012682308180088774,0.0011218402113381857,3241,1907,Lactobacillus,0.4,Healthy3
Leuconostoc,0.002536461636017755,0.0020347371758220514,1874,1433,Leuconostoc,0.4,Healthy3
Marvinbryantia,0.0012682308180088774,0.003004997139635491,1996,1375,Marvinbryantia,0.4,Healthy3
Methanobrevibacter,0.0004227436060029592,0.00034803343349901406,1063,1000,Methanobrevibacter,0.4,Healthy3
Odoribacter,0.001056859015007398,0.0008768760582922342,2526,1594,Odoribacter,0.4,Healthy3
Parasutterella,0.0012682308180088774,0.006976794300769175,1080,1019,Parasutterella,0.4,Healthy3
Roseburia,0.00507292327203551,0.004103536937384531,2357,1567,Roseburia,0.4,Healthy3
Streptococcus,0.007398013105051785,0.005899091550038631,2896,1822,Streptococcus,0.4,Healthy3
Subdoligranulum,0.033608116677235254,0.02679908439723871,1731,1301,Subdoligranulum,0.4,Healthy3
Veillonella,0.0008454872120059184,0.0006820479250680807,1832,1405,Veillonella,0.4,Healthy3
Acidaminococcus,0.003593320651025153,0.0021474139261651016,1278,1090,Acidaminococcus,0.30000000000000004,Healthy3
Actinomyces,0.002747833439019235,0.001642138522621299,2445,1643,Actinomyces,0.30000000000000004,Healthy3
Alistipes,0.0103572183470725,0.006189600679609895,2650,1613,Alistipes,0.30000000000000004,Healthy3
Anaerostipes,0.03720143732826041,0.022232026890363007,2034,1491,Anaerostipes,0.30000000000000004,Healthy3
Bacteroides,0.12999365884590994,0.07768577775717332,3307,1887,Bacteroides,0.30000000000000004,Healthy3
Barnesiella,0.003593320651025153,0.01016405970638586,2235,1371,Barnesiella,0.30000000000000004,Healthy3
Bifidobacterium,0.017332487846121326,0.010358103400451235,3108,1734,Bifidobacterium,0.30000000000000004,Healthy3
Bilophila,0.0004227436060029592,0.003932721490449233,1386,1194,Bilophila,0.30000000000000004,Healthy3
Blautia,0.46142464595222993,0.2757529152034754,3108,1818,Blautia,0.30000000000000004,Healthy3
Butyricicoccus,0.007609384908053266,0.007021818506086833,1915,1442,Butyricicoccus,0.30000000000000004,Healthy3
Collinsella,0.05199746353836398,0.031074311067808634,2629,1587,Collinsella,0.30000000000000004,Healthy3
Dialister,0.04692454026632847,0.028042672000292774,1187,1056,Dialister,0.30000000000000004,Healthy3
Dorea,0.03846966814626929,0.022989940642613095,2368,1614,Dorea,0.30000000000000004,Healthy3
Erysipelatoclostridium,0.0019023462270133164,0.0011368660611329722,2826,1639,Erysipelatoclostridium,0.30000000000000004,Healthy3
Faecalibacterium,0.07715070809554005,0.04610619137178497,1986,1472,Faecalibacterium,0.30000000000000004,Healthy3
Haemophilus,0.007186641302050306,0.004294824118657992,1504,1246,Haemophilus,0.30000000000000004,Healthy3
Holdemanella,0.04269710420629888,0.025516306899171916,1585,1192,Holdemanella,0.30000000000000004,Healthy3
Lachnoclostridium,0.0016909744240118367,0.0010105475928843127,3174,1970,Lachnoclostridium,0.30000000000000004,Healthy3
Lachnospira,0.002959205242020714,0.00625781652185764,1163,1052,Lachnospira,0.30000000000000004,Healthy3
Lactobacillus,0.0012682308180088774,0.0007579173650700652,3241,1907,Lactobacillus,0.30000000000000004,Healthy3
Leuconostoc,0.002536461636017755,0.0015158208632592809,1874,1433,Leuconostoc,0.30000000000000004,Healthy3
Marvinbryantia,0.0012682308180088774,0.0026558692521050672,1996,1375,Marvinbryantia,0.30000000000000004,Healthy3
Methanobrevibacter,0.0004227436060029592,0.0002526375483858076,1063,1000,Methanobrevibacter,0.30000000000000004,Healthy3
Odoribacter,0.001056859015007398,0.0006315940027152289,2526,1594,Odoribacter,0.30000000000000004,Healthy3
Parasutterella,0.0012682308180088774,0.005498360536645972,1080,1019,Parasutterella,0.30000000000000004,Healthy3
Roseburia,0.00507292327203551,0.003031643923519825,2357,1567,Roseburia,0.30000000000000004,Healthy3
Streptococcus,0.007398013105051785,0.004421141766013129,2896,1822,Streptococcus,0.30000000000000004,Healthy3
Subdoligranulum,0.033608116677235254,0.02020544660608411,1731,1301,Subdoligranulum,0.30000000000000004,Healthy3
Veillonella,0.0008454872120059184,0.0005052739384997959,1832,1405,Veillonella,0.30000000000000004,Healthy3
Acidaminococcus,0.003593320651025153,0.0014327736788729661,1278,1090,Acidaminococcus,0.2,Healthy3
Actinomyces,0.002747833439019235,0.0010941018208008434,2445,1643,Actinomyces,0.2,Healthy3
Alistipes,0.0103572183470725,0.004125566725185827,2650,1613,Alistipes,0.2,Healthy3
Anaerostipes,0.03720143732826041,0.01481010601503647,2034,1491,Anaerostipes,0.2,Healthy3
Bacteroides,0.12999365884590994,0.05175321124405971,3307,1887,Bacteroides,0.2,Healthy3
Barnesiella,0.003593320651025153,0.011415068016273355,2235,1371,Barnesiella,0.2,Healthy3
Bifidobacterium,0.017332487846121326,0.006900125674703678,3108,1734,Bifidobacterium,0.2,Healthy3
Bilophila,0.0004227436060029592,0.003670357869459576,1386,1194,Bilophila,0.2,Healthy3
Blautia,0.46142464595222993,0.18368650926481758,3108,1818,Blautia,0.2,Healthy3
Butyricicoccus,0.007609384908053266,0.006920607578952741,1915,1442,Butyricicoccus,0.2,Healthy3
Collinsella,0.05199746353836398,0.0207012491251627,2629,1587,Collinsella,0.2,Healthy3
Dialister,0.04692454026632847,0.018682658297164857,1187,1056,Dialister,0.2,Healthy3
Dorea,0.03846966814626929,0.01531876458368034,2368,1614,Dorea,0.2,Healthy3
Erysipelatoclostridium,0.0019023462270133164,0.0007583910227770629,2826,1639,Erysipelatoclostridium,0.2,Healthy3
Faecalibacterium,0.07715070809554005,0.03071337669479771,1986,1472,Faecalibacterium,0.2,Healthy3
Haemophilus,0.007186641302050306,0.002861789995716647,1504,1246,Haemophilus,0.2,Healthy3
Holdemanella,0.04269710420629888,0.017349643620837567,1585,1192,Holdemanella,0.2,Healthy3
Lachnoclostridium,0.0016909744240118367,0.0006741081382183081,3174,1970,Lachnoclostridium,0.2,Healthy3
Lachnospira,0.002959205242020714,0.0051193591326634145,1163,1052,Lachnospira,0.2,Healthy3
Lactobacillus,0.0012682308180088774,0.000512294152784993,3241,1907,Lactobacillus,0.2,Healthy3
Leuconostoc,0.002536461636017755,0.0010106331331903014,1874,1433,Leuconostoc,0.2,Healthy3
Marvinbryantia,0.0012682308180088774,0.0029050014539657486,1996,1375,Marvinbryantia,0.2,Healthy3
Methanobrevibacter,0.0004227436060029592,0.00016917998473366173,1063,1000,Methanobrevibacter,0.2,Healthy3
Odoribacter,0.001056859015007398,0.0004230857568463206,2526,1594,Odoribacter,0.2,Healthy3
Parasutterella,0.0012682308180088774,0.0076995021543667655,1080,1019,Parasutterella,0.2,Healthy3
Roseburia,0.00507292327203551,0.002023477751169086,2357,1567,Roseburia,0.2,Healthy3
Streptococcus,0.007398013105051785,0.0029452466472939093,2896,1822,Streptococcus,0.2,Healthy3
Subdoligranulum,0.033608116677235254,0.014133303675320655,1731,1301,Subdoligranulum,0.2,Healthy3
Veillonella,0.0008454872120059184,0.00033719601493016084,1832,1405,Veillonella,0.2,Healthy3
Acidaminococcus,0.003593320651025153,0.0007903486461727643,1278,1090,Acidaminococcus,0.1,Healthy3
Actinomyces,0.002747833439019235,0.0006268911054646591,2445,1643,Actinomyces,0.1,Healthy3
Alistipes,0.0103572183470725,0.002300050332369472,2650,1613,Alistipes,0.1,Healthy3
Anaerostipes,0.03720143732826041,0.0072511363739656085,2034,1491,Anaerostipes,0.1,Healthy3
Bacteroides,0.12999365884590994,0.03371102126533115,3307,1887,Bacteroides,0.1,Healthy3
Barnesiella,0.003593320651025153,0.009052533118614684,2235,1371,Barnesiella,0.1,Healthy3
Bifidobacterium,0.017332487846121326,0.0036092040712145763,3108,1734,Bifidobacterium,0.1,Healthy3
Bilophila,0.0004227436060029592,0.003151080940899341,1386,1194,Bilophila,0.1,Healthy3
Blautia,0.46142464595222993,0.09012617861241003,3108,1818,Blautia,0.1,Healthy3
Butyricicoccus,0.007609384908053266,0.002762417708519584,1915,1442,Butyricicoccus,0.1,Healthy3
Collinsella,0.05199746353836398,0.009601474895391884,2629,1587,Collinsella,0.1,Healthy3
Dialister,0.04692454026632847,0.00945931466728983,1187,1056,Dialister,0.1,Healthy3
Dorea,0.03846966814626929,0.006969817330101414,2368,1614,Dorea,0.1,Healthy3
Erysipelatoclostridium,0.0019023462270133164,0.0004251150843663425,2826,1639,Erysipelatoclostridium,0.1,Healthy3
Faecalibacterium,0.07715070809554005,0.013455841608603003,1986,1472,Faecalibacterium,0.1,Healthy3
Haemophilus,0.007186641302050306,0.0016564591933846031,1504,1246,Haemophilus,0.1,Healthy3
Holdemanella,0.04269710420629888,0.007636513513555813,1585,1192,Holdemanella,0.1,Healthy3
Lachnoclostridium,0.0016909744240118367,0.00035385949133700704,3174,1970,Lachnoclostridium,0.1,Healthy3
Lachnospira,0.002959205242020714,0.004708648456027462,1163,1052,Lachnospira,0.1,Healthy3
Lactobacillus,0.0012682308180088774,0.00024710739109804283,3241,1907,Lactobacillus,0.1,Healthy3
Leuconostoc,0.002536461636017755,0.0005780654169094292,1874,1433,Leuconostoc,0.1,Healthy3
Marvinbryantia,0.0012682308180088774,0.001284176232264215,1996,1375,Marvinbryantia,0.1,Healthy3
Methanobrevibacter,0.0004227436060029592,9.059506727258958e-05,1063,1000,Methanobrevibacter,0.1,Healthy3
Odoribacter,0.001056859015007398,0.00024739286347897564,2526,1594,Odoribacter,0.1,Healthy3
Parasutterella,0.0012682308180088774,0.006518698684983018,1080,1019,Parasutterella,0.1,Healthy3
Roseburia,0.00507292327203551,0.001027779817040508,2357,1567,Roseburia,0.1,Healthy3
Streptococcus,0.007398013105051785,0.0014802712127544714,2896,1822,Streptococcus,0.1,Healthy3
Subdoligranulum,0.033608116677235254,0.007202691726442565,1731,1301,Subdoligranulum,0.1,Healthy3
Veillonella,0.0008454872120059184,0.0001825220742389734,1832,1405,Veillonella,0.1,Healthy3
Actinomyces,0.0006397952655150353,0.0,2445,1643,Actinomyces,,Healthy6
Alistipes,0.20777351247600767,2.05062292784444,2650,1613,Alistipes,,Healthy6
Anaerostipes,0.013275751759436981,0.0,2034,1491,Anaerostipes,,Healthy6
Anaerotruncus,0.0009596928982725527,4.867217739956686e-13,1090,1001,Anaerotruncus,,Healthy6
Bacteroides,0.5196737044145873,0.0,3307,1887,Bacteroides,,Healthy6
Bifidobacterium,0.0023992322456813818,0.0,3108,1734,Bifidobacterium,,Healthy6
Bilophila,0.010396673064619322,0.0,1386,1194,Bilophila,,Healthy6
Blautia,0.011836212412028152,0.0,3108,1818,Blautia,,Healthy6
Butyricicoccus,0.0020793346129238644,0.0,1915,1442,Butyricicoccus,,Healthy6
Butyricimonas,0.013115802943058221,5.0707059556251295,1322,1145,Butyricimonas,,Healthy6
Dorea,0.006078055022392835,0.0,2368,1614,Dorea,,Healthy6
Eggerthella,0.00031989763275751764,0.0,1214,1061,Eggerthella,,Healthy6
Erysipelatoclostridium,0.02127319257837492,0.0,2826,1639,Erysipelatoclostridium,,Healthy6
Eubacterium,0.0004798464491362764,-1.836752971939859e-12,2482,1761,Eubacterium,,Healthy6
Flavonifractor,0.0023992322456813818,0.0,1207,1105,Flavonifractor,,Healthy6
Fusobacterium,0.022232885476647472,0.0,2197,1602,Fusobacterium,,Healthy6
Holdemanella,0.00031989763275751764,0.0,1585,1192,Holdemanella,,Healthy6
Hungatella,0.0027191298784388996,0.0,1426,1211,Hungatella,,Healthy6
Intestinibacter,0.014235444657709533,0.0,1381,1161,Intestinibacter,,Healthy6
Lachnoclostridium,0.009596928982725527,0.0,3174,1970,Lachnoclostridium,,Healthy6
Lachnospira,0.0014395393474088292,-1.5010215292932116e-13,1163,1052,Lachnospira,,Healthy6
Odoribacter,0.005758157389635317,0.0,2526,1594,Odoribacter,,Healthy6
Parabacteroides,0.04414587332053743,0.0,2870,1747,Parabacteroides,,Healthy6
Phascolarctobacterium,0.0780550223928343,0.0,1019,945,Phascolarctobacterium,,Healthy6
Streptococcus,0.0023992322456813818,0.0,2896,1822,Streptococcus,,Healthy6
Terrisporobacter,0.006397952655150352,0.0,1329,1155,Terrisporobacter,,Healthy6
Actinomyces,0.0006397952655150353,5.868837893111388e-10,2445,1643,Actinomyces,1.0,Healthy6
Alistipes,0.20777351247600767,2.359502769346482,2650,1613,Alistipes,1.0,Healthy6
Anaerostipes,0.013275751759436981,1.9056917047690144e-10,2034,1491,Anaerostipes,1.0,Healthy6
Anaerotruncus,0.0009596928982725527,3.687969190248181e-10,1090,1001,Anaerotruncus,1.0,Healthy6
Bacteroides,0.5196737044145873,8.427746050127865e-10,3307,1887,Bacteroides,1.0,Healthy6
Bifidobacterium,0.0023992322456813818,5.234629205927526e-10,3108,1734,Bifidobacterium,1.0,Healthy6
Bilophila,0.010396673064619322,8.015254954599834e-10,1386,1194,Bilophila,1.0,Healthy6
Blautia,0.011836212412028152,2.7949937380990695e-10,3108,1818,Blautia,1.0,Healthy6
Butyricicoccus,0.0020793346129238644,7.530138555214495e-11,1915,1442,Butyricicoccus,1.0,Healthy6
Butyricimonas,0.013115802943058221,0.14889359536120214,1322,1145,Butyricimonas,1.0,Healthy6
Dorea,0.006078055022392835,1.8029967853605824e-10,2368,1614,Dorea,1.0,Healthy6
Eggerthella,0.00031989763275751764,0.0037969215692746673,1214,1061,Eggerthella,1.0,Healthy6
Erysipelatoclostridium,0.02127319257837492,3.4330853242313165e-11,2826,1639,Erysipelatoclostridium,1.0,Healthy6
Eubacterium,0.0004798464491362764,1.1405426335008655e-10,2482,1761,Eubacterium,1.0,Healthy6
Flavonifractor,0.0023992322456813818,4.382813769968523e-11,1207,1105,Flavonifractor,1.0,Healthy6
Fusobacterium,0.022232885476647472,7.618883821583302e-11,2197,1602,Fusobacterium,1.0,Healthy6
Holdemanella,0.00031989763275751764,3.1050959579338796e-10,1585,1192,Holdemanella,1.0,Healthy6
